run,lambda_name,lambda,seed,step,own_epoch,global_epoch,val_distortion,val_psnr_db,val_rate_bpp_proxy,val_total_objective,latent_mean,latent_std,latent_abs_mean,latent_range,bin_width,rate_loc_mean,rate_loc_std,rate_scale_mean,rate_scale_std,rate_grad_norm,sha256,path
MID_LOW@s42,MID_LOW,0.00045,42,604,1,41,0.0013044307622721936,29.53808301902679,0.7548890049199024,0.001644130816531693,0.5781466364860535,8.190593719482422,5.423501014709473,98.51174926757812,3.6046993732452393,0.16761142015457153,1.7916843891143799,5.247981071472168,3.0965607166290283,3.1540987920792796e-06,fcf83666e2d3c5694983669a61c4f011efd7af464c660bfd6656e36e57b95fbb,outputs\m10e_lambda_lock\lambda_4.5e-04_seed42\snapshot_step000604.pt
MID_LOW@s42,MID_LOW,0.00045,42,1812,3,43,0.001296077552672296,29.5675203714026,0.7156263446233359,0.0016181094001092196,0.3514925539493561,7.031833648681641,4.6557512283325195,85.08480834960938,2.949894428253174,0.4995819628238678,3.2343175411224365,3.9504873752593994,2.512143135070801,3.465878578416367e-06,0989c09a0a534cc0e8d947e003bdedf63268aa7fca2190a7c87a27528110bff9,outputs\m10e_lambda_lock\lambda_4.5e-04_seed42\snapshot_step001812.pt
MID_LOW@s42,MID_LOW,0.00045,42,4832,8,48,0.0012776053237801709,29.626612513898365,0.682775287024946,0.0015848541999774345,0.5677605867385864,5.666669845581055,3.7706220149993896,66.16577911376953,2.1311397552490234,0.5841449499130249,3.145076036453247,2.6061582565307617,1.9355921745300293,2.2906208867419914e-06,07decc8b98595625ce72b569ea4a7f7e034a0072974b0f95e0873c32c9c0dd1e,outputs\m10e_lambda_lock\lambda_4.5e-04_seed42\snapshot_step004832.pt
MID_LOW@s42,MID_LOW,0.00045,42,10268,17,57,0.0012376246663898859,29.770836175206195,0.6623826522424997,0.0015356968520265296,0.37180882692337036,4.478063583374023,2.7818541526794434,54.075927734375,1.570835828781128,0.564544141292572,2.784956216812134,1.8186651468276978,1.6506879329681396,3.6545249725263326e-06,416e89239ce2c3d231e1f8002603caaa5535ff06b230feea66434f11f03c8373,outputs\m10e_lambda_lock\lambda_4.5e-04_seed42\snapshot_step010268.pt
MID_LOW@s42,MID_LOW,0.00045,42,18120,30,70,0.0011896171515207198,29.940219511468726,0.6474591375115406,0.0014809737625778709,0.6837107539176941,3.971649646759033,2.625600814819336,61.586463928222656,1.3423559665679932,0.5240747332572937,2.6769304275512695,1.5681250095367432,1.5810015201568604,2.166805533066028e-06,b513c0d2acd58af3d994050c9d88a3dfe6986f3acebf5e8084efcd09cc41b1fa,outputs\m10e_lambda_lock\lambda_4.5e-04_seed42\snapshot_step018120.pt
MID_LOW@s43,MID_LOW,0.00045,43,604,1,41,0.0013049869143813625,29.534628259130272,0.7563590328377413,0.0016453484738110956,0.9886710047721863,7.8824143409729,5.650631904602051,96.25187683105469,3.6186976432800293,0.15652258694171906,1.7788082361221313,5.276219367980957,3.0799882411956787,3.4637048492477937e-06,d34e34f6c2610e0fc6e43969e8ab75bd2f732f6ff483579d7d02327a0f2ee904,outputs\m10e_lambda_lock\lambda_4.5e-04_seed43\snapshot_step000604.pt
MID_LOW@s43,MID_LOW,0.00045,43,1812,3,43,0.0013758093641133957,29.220499820019825,0.7185274297932545,0.0016991467017355006,0.48592257499694824,5.90220308303833,4.144006729125977,74.93598937988281,2.928905725479126,0.501496434211731,3.313317060470581,3.9209513664245605,2.4387357234954834,3.7904730105429063e-06,27bf448fbf23b1f57174a6f287fff78113e2801cc635fcfa3e47b0db8933f538,outputs\m10e_lambda_lock\lambda_4.5e-04_seed43\snapshot_step001812.pt
MID_LOW@s43,MID_LOW,0.00045,43,4832,8,48,0.001274515709879034,29.64038956883442,0.6820113500916815,0.0015814208056699171,0.44422072172164917,5.693769931793213,3.6934289932250977,85.9571533203125,2.177824020385742,0.5981770157814026,3.1998326778411865,2.5724563598632812,1.8113837242126465,2.807727022385998e-06,635d4a45f622ccc52e4c0f680b2b89dd9524973ed9b5cc5ab3d92543355c9beb,outputs\m10e_lambda_lock\lambda_4.5e-04_seed43\snapshot_step004832.pt
MID_LOW@s43,MID_LOW,0.00045,43,10268,17,57,0.0012633005968513843,29.6525804450713,0.6606912498014519,0.0015606116573606808,0.556241512298584,4.602746963500977,2.880023956298828,68.83790588378906,1.5811622142791748,0.5728921890258789,2.80142879486084,1.827709436416626,1.5827387571334839,2.8849597748522e-06,6fb742918f9638a58216f2093f9dbcedb1c3d7b1a862498c13ec5250c36e5319,outputs\m10e_lambda_lock\lambda_4.5e-04_seed43\snapshot_step010268.pt
MID_LOW@s43,MID_LOW,0.00045,43,18120,30,70,0.0011870737881147224,29.95502154798393,0.6484398823904703,0.001478871727553028,0.4850490987300873,3.5942025184631348,2.4129116535186768,51.90919494628906,1.3413054943084717,0.5152736902236938,2.6668202877044678,1.552013874053955,1.6606899499893188,2.546308304965817e-06,b774cd48f3f19fd157bcbffa1561b671577a5783d767152b89dac38323d25eb1,outputs\m10e_lambda_lock\lambda_4.5e-04_seed43\snapshot_step018120.pt
CURRENT_BEST@s42,CURRENT_BEST,0.0006,42,604,1,41,0.0013043222905428384,29.540972100683007,0.7447576458195606,0.0017511769028167319,0.5162717700004578,7.644717216491699,5.065938472747803,92.87785339355469,3.4379241466522217,0.1674661636352539,1.827630639076233,4.936115264892578,2.926138401031494,4.412534181912545e-06,027468de1a6d44837bd3354f6696db15c1b2043f17984c1dc88a1a02f828f65b,outputs\m10e_lambda_lock\lambda_6.0e-04_seed42\snapshot_step000604.pt
CURRENT_BEST@s42,CURRENT_BEST,0.0006,42,1812,3,43,0.0012993188581923135,29.554798310061535,0.7044859952237232,0.00172201047387782,0.3072595000267029,6.2788896560668945,4.184870719909668,77.52444458007812,2.6852643489837646,0.4776764512062073,3.1228480339050293,3.4974560737609863,2.2612669467926025,4.6741795699383964e-06,1eac2aacbd81075088f74a625de09214142a6748e3eb25076bb95755efc284fa,outputs\m10e_lambda_lock\lambda_6.0e-04_seed42\snapshot_step001812.pt
CURRENT_BEST@s42,CURRENT_BEST,0.0006,42,4832,8,48,0.0013114067077838693,29.487299379095973,0.6745325262288013,0.0017161262403971639,0.4894327223300934,4.823812007904053,3.1981310844421387,58.31504821777344,1.8067600727081299,0.5225652456283569,2.7656757831573486,2.1656267642974854,1.6790629625320435,3.0393405264125733e-06,cc8821a3b92c93289ae3d091c313b6cba41428f450651a009704b895628f952b,outputs\m10e_lambda_lock\lambda_6.0e-04_seed42\snapshot_step004832.pt
CURRENT_BEST@s42,CURRENT_BEST,0.0006,42,10268,17,57,0.0012462170449568026,29.735590923263366,0.6568416845367615,0.0016403220725773149,0.30024296045303345,3.86147141456604,2.409409523010254,48.052467346191406,1.296275019645691,0.4915809631347656,2.4837422370910645,1.4982032775878906,1.444921851158142,4.946511743099307e-06,7531a623450e6d6c74a7bac2d9d7e6cf71ff9abbe5c9ddc9d98d9a93aa85ef04,outputs\m10e_lambda_lock\lambda_6.0e-04_seed42\snapshot_step010268.pt
CURRENT_BEST@s42,CURRENT_BEST,0.0006,42,18120,30,70,0.0011988365507252649,29.900972113551862,0.6416092949459352,0.0015838021434933305,0.5484200119972229,3.4827280044555664,2.2894535064697266,56.61119079589844,1.1223621368408203,0.39930933713912964,2.3762710094451904,1.3193305730819702,1.443225622177124,3.2947579328809177e-06,42ddadea86dc531c5fa523f574ba0edeb1f95f358b001ad2155c8f8fa6256380,outputs\m10e_lambda_lock\lambda_6.0e-04_seed42\snapshot_step018120.pt
CURRENT_BEST@s43,CURRENT_BEST,0.0006,43,604,1,41,0.0013065093129603978,29.531717392335455,0.7468945822083807,0.0017546460787058774,0.9164342880249023,7.44833517074585,5.3472185134887695,91.27571105957031,3.463819980621338,0.15668745338916779,1.8145915269851685,4.989413738250732,2.926328182220459,4.7569585899152995e-06,8ea3f2d652681cf6ed09a0be8b52e7a30615217cce6a5719edab236102e7b0db,outputs\m10e_lambda_lock\lambda_6.0e-04_seed43\snapshot_step000604.pt
